BPC,CCR,Report Date,Entry,Age,ctznRace,ctznSex,Closed,Unit,Administrative Closure,Allegation,Finding,ofcrRace,ofcrSex
17-425,68698,05/24/2017,Online,44,Black,Female,08/23/2017,COMMUNICATIONS OPERATIONS,,Procedure,Sustained,Black,Female
17-425,68698,05/24/2017,Online,44,Black,Female,08/23/2017,COMMUNICATIONS OPERATIONS,,Service,Sustained,Black,Female
17-425,68698,05/24/2017,Online,44,Black,Female,08/23/2017,COMMUNICATIONS OPERATIONS,,Service,Unfounded,Black,Female
17-425,68698,05/24/2017,Online,44,Black,Female,08/23/2017,UNKNOWN COMMAND,,Service,No Charge,Unknown,Unknown
17-426,68699,05/24/2017,Online,45,Black,Female,08/16/2017,5TH PRECINCT,,Procedure,Unfounded,Black,Male
17-427,68700,05/24/2017,Walk In,27,Black,Male,08/23/2017,8TH PRECINCT,,Force,Not Sustained,White,Male
17-427,68700,05/24/2017,Walk In,27,Black,Male,08/23/2017,8TH PRECINCT,,Force,Not Sustained,White,Male
17-427,68700,05/24/2017,Walk In,27,Black,Male,08/23/2017,8TH PRECINCT,,Force,Not Sustained,White,Male
17-427,68700,05/24/2017,Walk In,27,Black,Male,08/23/2017,8TH PRECINCT,,Force,Not Sustained,Black,Male
17-427,68700,05/24/2017,Walk In,27,Black,Male,08/23/2017,8TH PRECINCT,,Procedure,No Charge,Black,Male
17-427,68700,05/24/2017,Walk In,27,Black,Male,08/23/2017,8TH PRECINCT,,Procedure,Sustained,White,Male
17-427,68700,05/24/2017,Walk In,27,Black,Male,08/23/2017,8TH PRECINCT,,Procedure,Sustained,White,Male
17-427,68700,05/24/2017,Walk In,27,Black,Male,08/23/2017,8TH PRECINCT,,Search,Exonerated,White,Male
17-427,68700,05/24/2017,Walk In,27,Black,Male,08/23/2017,8TH PRECINCT,,Search,Exonerated,White,Male
17-427,68700,05/24/2017,Walk In,27,Black,Male,08/23/2017,8TH PRECINCT,,Search,Exonerated,White,Male
17-427,68700,05/24/2017,Walk In,27,Black,Male,08/23/2017,8TH PRECINCT,,Search,Exonerated,Black,Male
17-428,68701,05/24/2017,Walk In,54,Arabic,Male,07/19/2017,6TH PRECINCT,,Harassment,No Charge,White,Male
17-428,68701,05/24/2017,Walk In,54,Arabic,Male,07/19/2017,6TH PRECINCT,,Procedure,Exonerated,White,Male
17-429,68702,05/25/2017,Telephone (or TDD),0,Black,Female,08/21/2017,9TH PRECINCT,,Demeanor,Sustained,Black,Female
17-429,68702,05/25/2017,Telephone (or TDD),0,Black,Female,08/21/2017,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown
17-429,68702,05/25/2017,Telephone (or TDD),0,Black,Female,08/21/2017,UNKNOWN COMMAND,,Service,No Charge,Unknown,Unknown
17-430,68703,05/25/2017,Telephone (or TDD),50,Black,Female,06/28/2017,UNKNOWN COMMAND,Admin. Closure,Service,Admin. Closure,Unknown,Unknown
17-431,68704,05/25/2017,Walk In,25,Black,Male,08/21/2017,2ND PRECINCT,,Demeanor,Not Sustained,White,Female
17-431,68704,05/25/2017,Walk In,25,Black,Male,08/21/2017,2ND PRECINCT,,Procedure,Not Sustained,White,Female
17-431,68704,05/25/2017,Walk In,25,Black,Male,08/21/2017,2ND PRECINCT,,Search,Not Sustained,White,Female
17-431,68704,05/25/2017,Walk In,25,Black,Male,08/21/2017,2ND PRECINCT,,Service,No Charge,White,Female
17-432,68705,05/26/2017,Telephone (or TDD),45,White,Male,06/02/2017,2ND PRECINCT,Duplication,Harassment,Admin. Closure,Black,Male
17-433,68706,05/26/2017,Telephone (or TDD),29,Black,Female,08/14/2017,12TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male
17-433,68706,05/26/2017,Telephone (or TDD),29,Black,Female,08/14/2017,12TH PRECINCT PDU,Admin. Closure,Procedure,Admin. Closure,Black,Female
17-433,68706,05/26/2017,Telephone (or TDD),29,Black,Female,08/14/2017,12TH PRECINCT PDU,Admin. Closure,Property,Admin. Closure,Black,Female
17-433,68706,05/26/2017,Telephone (or TDD),29,Black,Female,08/14/2017,12TH PRECINCT PDU,Admin. Closure,Search,Admin. Closure,Black,Female
17-434,68707,05/26/2017,Telephone (or TDD),45,Black,Male,06/09/2017,2ND PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male
17-435,68708,05/30/2017,Telephone (or TDD),28,Black,Female,07/19/2017,8TH PRECINCT PDU,Admin.close/Inadequate Service,Service,Admin. Closure,Unknown,Unknown
17-435,68708,05/30/2017,Telephone (or TDD),28,Black,Female,07/19/2017,UNKNOWN COMMAND,Admin.close/Inadequate Service,Service,No Charge,Unknown,Unknown
17-436,68709,05/30/2017,Telephone (or TDD),24,Unknown,Female,07/13/2017,COMMUNICATIONS OPERATIONS,Admin.close/Inadequate Service,Service,Admin. Closure,Unknown,Unknown
17-436,68709,05/30/2017,Telephone (or TDD),24,Unknown,Female,07/13/2017,UNKNOWN COMMAND,Admin.close/Inadequate Service,Service,No Charge,Unknown,Unknown
17-437,68710,05/30/2017,Walk In,25,Black,Male,08/28/2017,HEADQUARTERS SURVEILLANCE UNIT,,Demeanor,Not Sustained,White,Male
17-437,68710,05/30/2017,Walk In,25,Black,Male,08/28/2017,HEADQUARTERS SURVEILLANCE UNIT,,Demeanor,Not Sustained,Black,Male
17-437,68710,05/30/2017,Walk In,25,Black,Male,08/28/2017,HEADQUARTERS SURVEILLANCE UNIT,,Procedure,Exonerated,White,Male
17-437,68710,05/30/2017,Walk In,25,Black,Male,08/28/2017,HEADQUARTERS SURVEILLANCE UNIT,,Procedure,Exonerated,Black,Male
17-437,68710,05/30/2017,Walk In,25,Black,Male,08/28/2017,HEADQUARTERS SURVEILLANCE UNIT,,Demeanor,Not Sustained,Black,Female
17-437,68710,05/30/2017,Walk In,25,Black,Male,08/28/2017,HEADQUARTERS SURVEILLANCE UNIT,,Demeanor,Not Sustained,Black,Male
17-437,68710,05/30/2017,Walk In,25,Black,Male,08/28/2017,HEADQUARTERS SURVEILLANCE UNIT,,Demeanor,Not Sustained,White,Male
17-437,68710,05/30/2017,Walk In,25,Black,Male,08/28/2017,HEADQUARTERS SURVEILLANCE UNIT,,Demeanor,Not Sustained,Black,Male
17-437,68710,05/30/2017,Walk In,25,Black,Male,08/28/2017,HEADQUARTERS SURVEILLANCE UNIT,,Procedure,Exonerated,Black,Female
17-437,68710,05/30/2017,Walk In,25,Black,Male,08/28/2017,HEADQUARTERS SURVEILLANCE UNIT,,Procedure,Exonerated,Black,Male
17-437,68710,05/30/2017,Walk In,25,Black,Male,08/28/2017,HEADQUARTERS SURVEILLANCE UNIT,,Procedure,Exonerated,White,Male
17-437,68710,05/30/2017,Walk In,25,Black,Male,08/28/2017,HEADQUARTERS SURVEILLANCE UNIT,,Procedure,Exonerated,Black,Male
17-438,68711,05/30/2017,Online,45,Black,Female,05/30/2017,5TH PRECINCT,Duplication,Procedure,Void,Black,Male
17-439,68712,05/30/2017,Walk In,41,Black,Male,08/28/2017,6TH PRECINCT,,Demeanor,Not Sustained,White,Female
17-439,68712,05/30/2017,Walk In,41,Black,Male,08/28/2017,6TH PRECINCT,,Harassment,Unfounded,White,Female
17-440,68713,05/30/2017,Telephone (or TDD),32,Black,Male,08/10/2017,UNKNOWN COMMAND,,Search,Not Sustained,Unknown,Unknown
17-441,68714,05/30/2017,Online,24,Black,Female,08/25/2017,COMMUNICATIONS OPERATIONS,,Service,Unfounded,Unknown,Unknown
17-441,68714,05/30/2017,Online,24,Black,Female,08/25/2017,UNKNOWN COMMAND,,Service,No Charge,Unknown,Unknown
17-442,68722,06/01/2017,Walk In,41,Black,Male,08/23/2017,8TH PRECINCT,,Demeanor,Sustained,Asian,Male
17-442,68722,06/01/2017,Walk In,41,Black,Male,08/23/2017,8TH PRECINCT,,Force,Not Sustained,Asian,Male
17-442,68722,06/01/2017,Walk In,41,Black,Male,08/23/2017,8TH PRECINCT,,Search,No Charge,Asian,Male
17-443,68723,06/01/2017,Telephone (or TDD),59,Black,Female,08/14/2017,TELEPHONE CRIME REPORTING UNIT,,Demeanor,No Charge,Black,Female
17-443,68723,06/01/2017,Telephone (or TDD),59,Black,Female,08/14/2017,TELEPHONE CRIME REPORTING UNIT,,Procedure,No Charge,Black,Female
17-443,68723,06/01/2017,Telephone (or TDD),59,Black,Female,08/14/2017,TELEPHONE CRIME REPORTING UNIT,,Service,Unfounded,Black,Female
17-444,68724,06/02/2017,Walk In,22,Black,Female,06/22/2017,UNKNOWN COMMAND,Transferred,Demeanor,Admin. Closure,Unknown,Unknown
17-444,68724,06/02/2017,Walk In,22,Black,Female,06/22/2017,UNKNOWN COMMAND,Transferred,Service,Admin. Closure,Unknown,Unknown
17-445,68725,06/02/2017,Telephone (or TDD),22,Black,Female,06/02/2017,MAJOR VIOLATORS,Duplication,Demeanor,Void,Black,Male
17-445,68725,06/02/2017,Telephone (or TDD),22,Black,Female,06/02/2017,MAJOR VIOLATORS,Duplication,Property,Void,Black,Male
17-446,68726,06/02/2017,Walk In,42,White,Male,08/16/2017,DETROIT DETENTION CENTER,,Demeanor,Exonerated,Black,Male
17-446,68726,06/02/2017,Walk In,42,White,Male,08/16/2017,DETROIT DETENTION CENTER,,Procedure,No Charge,Black,Female
17-446,68726,06/02/2017,Walk In,42,White,Male,08/16/2017,DETROIT DETENTION CENTER,,Procedure,No Charge,Black,Female
17-446,68726,06/02/2017,Walk In,42,White,Male,08/16/2017,DETROIT DETENTION CENTER,,Service,No Charge,Black,Female
17-446,68726,06/02/2017,Walk In,42,White,Male,08/16/2017,DETROIT DETENTION CENTER,,Service,Sustained,Black,Female
17-447,68727,06/02/2017,Telephone (or TDD),-1,Black,Female,06/16/2017,2ND PRECINCT,Admin. Closure,Service,Admin. Closure,White,Male
17-448,68728,06/02/2017,Telephone (or TDD),46,Black,Female,08/21/2017,UNKNOWN COMMAND,,Procedure,Not Sustained,Unknown,Unknown
17-449,68729,06/02/2017,Walk In,63,Black,Male,08/23/2017,HOMICIDE SECTION,,Demeanor,Not Sustained,White,Male
17-449,68729,06/02/2017,Walk In,63,Black,Male,08/23/2017,HOMICIDE SECTION,,Procedure,Unfounded,White,Male
17-449,68729,06/02/2017,Walk In,63,Black,Male,08/23/2017,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown
17-449,68729,06/02/2017,Walk In,63,Black,Male,08/23/2017,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown
17-450,68730,06/04/2017,Walk In,44,Black,Female,08/18/2017,UNKNOWN COMMAND,Admin. Closure,Demeanor,Admin. Closure,Unknown,Unknown
17-450,68730,06/04/2017,Walk In,44,Black,Female,08/18/2017,UNKNOWN COMMAND,Admin. Closure,Harassment,Admin. Closure,Unknown,Unknown
17-450,68730,06/04/2017,Walk In,19,Black,Female,08/18/2017,UNKNOWN COMMAND,Admin. Closure,Demeanor,Admin. Closure,Unknown,Unknown
17-450,68730,06/04/2017,Walk In,19,Black,Female,08/18/2017,UNKNOWN COMMAND,Admin. Closure,Harassment,Admin. Closure,Unknown,Unknown
17-451,68731,06/04/2017,Walk In,26,Black,Female,09/01/2017,12TH PRECINCT,,Demeanor,Not Sustained,Black,Male
17-451,68731,06/04/2017,Walk In,26,Black,Female,09/01/2017,12TH PRECINCT,,Demeanor,Unfounded,Black,Male
17-451,68731,06/04/2017,Walk In,26,Black,Female,09/01/2017,12TH PRECINCT,,Demeanor,Unfounded,Black,Female
17-451,68731,06/04/2017,Walk In,26,Black,Female,09/01/2017,12TH PRECINCT,,Procedure,Exonerated,Black,Male
17-451,68731,06/04/2017,Walk In,26,Black,Female,09/01/2017,12TH PRECINCT,,Procedure,Exonerated,Black,Female
17-451,68731,06/04/2017,Walk In,26,Black,Female,09/01/2017,12TH PRECINCT,,Procedure,Not Sustained,Black,Male
17-451,68731,06/04/2017,Walk In,26,Black,Female,09/01/2017,12TH PRECINCT,,Procedure,Not Sustained,Black,Female
17-451,68731,06/04/2017,Walk In,26,Black,Female,09/01/2017,12TH PRECINCT,,Procedure,Unfounded,Black,Male
17-451,68731,06/04/2017,Walk In,24,Black,Male,09/01/2017,12TH PRECINCT,,Demeanor,Not Sustained,Black,Male
17-451,68731,06/04/2017,Walk In,24,Black,Male,09/01/2017,12TH PRECINCT,,Demeanor,Unfounded,Black,Male
17-451,68731,06/04/2017,Walk In,24,Black,Male,09/01/2017,12TH PRECINCT,,Demeanor,Unfounded,Black,Female
17-451,68731,06/04/2017,Walk In,24,Black,Male,09/01/2017,12TH PRECINCT,,Procedure,Exonerated,Black,Male
17-451,68731,06/04/2017,Walk In,24,Black,Male,09/01/2017,12TH PRECINCT,,Procedure,Exonerated,Black,Female
17-451,68731,06/04/2017,Walk In,24,Black,Male,09/01/2017,12TH PRECINCT,,Procedure,Not Sustained,Black,Male
17-451,68731,06/04/2017,Walk In,24,Black,Male,09/01/2017,12TH PRECINCT,,Procedure,Not Sustained,Black,Female
17-451,68731,06/04/2017,Walk In,24,Black,Male,09/01/2017,12TH PRECINCT,,Procedure,Unfounded,Black,Male
17-452,68732,06/04/2017,Walk In,40,Black,Female,08/31/2017,3RD PRECINCT,,Arrest,Exonerated,Black,Male
17-452,68732,06/04/2017,Walk In,40,Black,Female,08/31/2017,3RD PRECINCT,,Arrest,Exonerated,White,Male
17-452,68732,06/04/2017,Walk In,40,Black,Female,08/31/2017,3RD PRECINCT,,Demeanor,Unfounded,Black,Male
17-452,68732,06/04/2017,Walk In,40,Black,Female,08/31/2017,3RD PRECINCT,,Procedure,Sustained,Black,Male
17-452,68732,06/04/2017,Walk In,40,Black,Female,08/31/2017,3RD PRECINCT,,Procedure,Sustained,White,Male
17-452,68732,06/04/2017,Walk In,40,Black,Female,08/31/2017,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown
17-452,68732,06/04/2017,Walk In,40,Black,Female,08/31/2017,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown
17-453,68733,06/05/2017,Walk In,68,Black,Male,08/17/2017,8TH PRECINCT,,Demeanor,Unfounded,White,Male
17-453,68733,06/05/2017,Walk In,68,Black,Male,08/17/2017,8TH PRECINCT,,Procedure,Exonerated,White,Male
17-453,68733,06/05/2017,Walk In,68,Black,Male,08/17/2017,8TH PRECINCT,,Service,No Charge,White,Male
17-453,68733,06/05/2017,Walk In,68,Black,Male,08/17/2017,COMMUNICATIONS OPERATIONS,,Demeanor,Unfounded,Black,Female
17-454,68734,06/05/2017,Telephone (or TDD),26,White,Male,09/01/2017,8TH PRECINCT,,Procedure,Sustained,White,Male
17-454,68734,06/05/2017,Telephone (or TDD),26,White,Male,09/01/2017,8TH PRECINCT,,Procedure,Unfounded,White,Male
17-455,68735,06/05/2017,Email,69,Black,Female,09/03/2017,11TH PRECINCT,,Force,Not Sustained,White,Male
17-455,68735,06/05/2017,Email,69,Black,Female,09/03/2017,11TH PRECINCT,,Force,Not Sustained,White,Male
17-455,68735,06/05/2017,Email,69,Black,Female,09/03/2017,11TH PRECINCT,,Force,Not Sustained,White,Male
17-455,68735,06/05/2017,Email,69,Black,Female,09/03/2017,UNKNOWN COMMAND,,Force,No Charge,Unknown,Unknown
17-455,68735,06/05/2017,Email,14,Black,Male,09/03/2017,11TH PRECINCT,,Force,Not Sustained,White,Male
17-455,68735,06/05/2017,Email,14,Black,Male,09/03/2017,11TH PRECINCT,,Force,Not Sustained,White,Male
17-455,68735,06/05/2017,Email,14,Black,Male,09/03/2017,11TH PRECINCT,,Force,Not Sustained,White,Male
17-455,68735,06/05/2017,Email,14,Black,Male,09/03/2017,UNKNOWN COMMAND,,Force,No Charge,Unknown,Unknown
17-456,68736,06/05/2017,Walk In,38,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Arrest,Admin. Closure,Black,Male
17-456,68736,06/05/2017,Walk In,38,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Arrest,Admin. Closure,Black,Male
17-456,68736,06/05/2017,Walk In,38,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Demeanor,Admin. Closure,Black,Male
17-456,68736,06/05/2017,Walk In,38,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Demeanor,Admin. Closure,Black,Male
17-456,68736,06/05/2017,Walk In,38,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Force,Admin. Closure,Black,Male
17-456,68736,06/05/2017,Walk In,38,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Force,Admin. Closure,Black,Male
17-456,68736,06/05/2017,Walk In,38,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Harassment,Admin. Closure,Black,Male
17-456,68736,06/05/2017,Walk In,38,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Harassment,Admin. Closure,Black,Male
17-456,68736,06/05/2017,Walk In,38,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Property,Admin. Closure,Black,Male
17-456,68736,06/05/2017,Walk In,38,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Property,Admin. Closure,Black,Male
17-456,68736,06/05/2017,Walk In,25,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Arrest,Admin. Closure,Black,Male
17-456,68736,06/05/2017,Walk In,25,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Arrest,Admin. Closure,Black,Male
17-456,68736,06/05/2017,Walk In,25,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Demeanor,Admin. Closure,Black,Male
17-456,68736,06/05/2017,Walk In,25,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Demeanor,Admin. Closure,Black,Male
17-456,68736,06/05/2017,Walk In,25,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Force,Admin. Closure,Black,Male
17-456,68736,06/05/2017,Walk In,25,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Force,Admin. Closure,Black,Male
17-456,68736,06/05/2017,Walk In,25,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Harassment,Admin. Closure,Black,Male
17-456,68736,06/05/2017,Walk In,25,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Harassment,Admin. Closure,Black,Male
17-456,68736,06/05/2017,Walk In,25,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Property,Admin. Closure,Black,Male
17-456,68736,06/05/2017,Walk In,25,Black,Male,07/10/2017,5TH PRECINCT,Transferred,Property,Admin. Closure,Black,Male
17-457,68737,06/05/2017,Telephone (or TDD),36,Black,Male,09/01/2017,6TH PRECINCT,,Demeanor,Not Sustained,Black,Male
17-457,68737,06/05/2017,Telephone (or TDD),36,Black,Male,09/01/2017,6TH PRECINCT,,Demeanor,Not Sustained,Black,Male
17-457,68737,06/05/2017,Telephone (or TDD),36,Black,Male,09/01/2017,6TH PRECINCT,,Force,Not Sustained,Black,Male
17-457,68737,06/05/2017,Telephone (or TDD),36,Black,Male,09/01/2017,6TH PRECINCT,,Harassment,Not Sustained,Black,Male
17-457,68737,06/05/2017,Telephone (or TDD),36,Black,Male,09/01/2017,6TH PRECINCT,,Procedure,Exonerated,Black,Male
17-457,68737,06/05/2017,Telephone (or TDD),36,Black,Male,09/01/2017,6TH PRECINCT,,Procedure,Exonerated,Black,Male
17-458,68738,06/05/2017,Telephone (or TDD),26,Black,Male,08/25/2017,4TH PRECINCT,,Demeanor,Not Sustained,White,Male
17-458,68738,06/05/2017,Telephone (or TDD),26,Black,Male,08/25/2017,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown
17-458,68738,06/05/2017,Telephone (or TDD),26,Black,Male,08/25/2017,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown
17-459,68739,06/05/2017,Telephone (or TDD),29,Black,Female,08/29/2017,5TH PRECINCT,,Procedure,Sustained,Black,Male
17-460,68740,06/06/2017,Telephone (or TDD),30,Black,Male,06/21/2017,UNKNOWN COMMAND,Admin. Closure,Harassment,Admin. Closure,Unknown,Unknown
17-461,68741,06/06/2017,Telephone (or TDD),61,Black,Female,07/27/2017,9TH PRECINCT,,Demeanor,Not Sustained,Black,Male
17-462,68742,06/06/2017,Telephone (or TDD),34,Black,Female,06/14/2017,FUGITIVE APPREHENSION TEAM,Admin.Close/Innocence of the Charge,Procedure,Admin. Closure,Other,Male
17-462,68742,06/06/2017,Telephone (or TDD),34,Black,Female,06/14/2017,UNKNOWN COMMAND,Admin.Close/Innocence of the Charge,Procedure,No Charge,Unknown,Unknown
17-463,68743,06/06/2017,Telephone (or TDD),32,Black,Male,08/10/2017,9TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Black,Male
17-463,68743,06/06/2017,Telephone (or TDD),32,Black,Male,08/10/2017,9TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Black,Male
17-463,68743,06/06/2017,Telephone (or TDD),32,Black,Male,08/10/2017,9TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Black,Male
17-463,68743,06/06/2017,Telephone (or TDD),32,Black,Male,08/10/2017,9TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male
17-463,68743,06/06/2017,Telephone (or TDD),32,Black,Male,08/10/2017,UNKNOWN COMMAND,Admin. Closure,Property,No Charge,Unknown,Unknown
17-464,68744,06/06/2017,Walk In,20,Black,Female,08/29/2017,DOMESTIC VIOLENCE UNIT,,Demeanor,Not Sustained,Black,Female
17-464,68744,06/06/2017,Walk In,52,Black,Female,08/29/2017,DOMESTIC VIOLENCE UNIT,,Demeanor,Not Sustained,Black,Female
17-465,68745,06/06/2017,Walk In,57,Black,Female,08/31/2017,3RD PRECINCT PDU,,Demeanor,Not Sustained,White,Male
17-466,68746,06/07/2017,Walk In,60,Black,Female,09/05/2017,12TH PRECINCT,,Demeanor,Unfounded,Black,Female
17-466,68746,06/07/2017,Walk In,60,Black,Female,09/05/2017,12TH PRECINCT,,Procedure,Sustained,Black,Female
17-466,68746,06/07/2017,Walk In,60,Black,Female,09/05/2017,12TH PRECINCT,,Procedure,Sustained,Black,Female
17-466,68746,06/07/2017,Walk In,60,Black,Female,09/05/2017,12TH PRECINCT,,Procedure,Unfounded,Black,Female
17-467,68747,06/07/2017,Telephone (or TDD),61,White,Male,09/05/2017,7TH PRECINCT,,Demeanor,Not Sustained,Black,Male
17-467,68747,06/07/2017,Telephone (or TDD),61,White,Male,09/05/2017,7TH PRECINCT,,Procedure,Exonerated,Black,Male
17-467,68747,06/07/2017,Telephone (or TDD),61,White,Male,09/05/2017,7TH PRECINCT,,Procedure,Unfounded,Black,Male
17-467,68747,06/07/2017,Telephone (or TDD),61,White,Male,09/05/2017,7TH PRECINCT,,Search,Exonerated,Black,Male
17-467,68747,06/07/2017,Telephone (or TDD),61,White,Male,09/05/2017,7TH PRECINCT,,Service,Not Sustained,Black,Female
17-467,68747,06/07/2017,Telephone (or TDD),61,White,Male,09/05/2017,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown
17-468,68748,06/07/2017,Walk In,45,Black,Male,08/28/2017,12TH PRECINCT,,Demeanor,No Charge,Black,Male
17-468,68748,06/07/2017,Walk In,45,Black,Male,08/28/2017,12TH PRECINCT,,Harassment,No Charge,Black,Male
17-468,68748,06/07/2017,Walk In,45,Black,Male,08/28/2017,12TH PRECINCT,,Procedure,Exonerated,Black,Male
17-469,68749,06/08/2017,Telephone (or TDD),31,Black,Female,09/05/2017,10TH PRECINCT,,Procedure,Unfounded,Black,Male
17-469,68749,06/08/2017,Telephone (or TDD),31,Black,Female,09/05/2017,10TH PRECINCT,,Procedure,Unfounded,Black,Female
17-469,68749,06/08/2017,Telephone (or TDD),31,Black,Female,09/05/2017,UNKNOWN COMMAND,,Service,No Charge,Unknown,Unknown
17-470,68750,06/08/2017,Telephone (or TDD),36,Black,Male,09/05/2017,7TH PRECINCT,,Service,Exonerated,White,Male
17-470,68750,06/08/2017,Telephone (or TDD),36,Black,Male,09/05/2017,7TH PRECINCT,,Service,No Charge,Black,Male
17-471,68751,06/08/2017,Telephone (or TDD),39,Black,Female,08/23/2017,8TH PRECINCT,,Service,Unfounded,Black,Male
17-471,68751,06/08/2017,Telephone (or TDD),39,Black,Female,08/23/2017,8TH PRECINCT,,Service,Unfounded,Hispanic,Male
17-471,68751,06/08/2017,Telephone (or TDD),39,Black,Female,08/23/2017,UNKNOWN COMMAND,,Service,No Charge,Unknown,Unknown
17-472,68752,06/08/2017,Telephone (or TDD),44,Black,Female,09/06/2017,11TH PRECINCT,,Procedure,Unfounded,Black,Male
17-472,68752,06/08/2017,Telephone (or TDD),44,Black,Female,09/06/2017,11TH PRECINCT,,Procedure,Unfounded,White,Male
17-472,68752,06/08/2017,Telephone (or TDD),44,Black,Female,09/06/2017,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown
17-472,68752,06/08/2017,Telephone (or TDD),44,Black,Female,09/06/2017,UNKNOWN COMMAND,,Service,No Charge,Unknown,Unknown
17-473,68753,06/08/2017,Telephone (or TDD),46,Black,Female,08/29/2017,6TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Female
17-474,68754,06/08/2017,Telephone (or TDD),29,Black,Female,06/09/2017,5TH PRECINCT,Duplication,Procedure,Void,Black,Male
17-475,68755,06/09/2017,Telephone (or TDD),50,Black,Female,09/01/2017,3RD PRECINCT,Transferred,Procedure,Admin. Closure,Black,Female
17-475,68755,06/09/2017,Telephone (or TDD),50,Black,Female,09/01/2017,3RD PRECINCT,Transferred,Procedure,Admin. Closure,Black,Female
17-475,68755,06/09/2017,Telephone (or TDD),50,Black,Female,09/01/2017,3RD PRECINCT,Transferred,Service,Admin. Closure,Black,Female
17-475,68755,06/09/2017,Telephone (or TDD),50,Black,Female,09/01/2017,3RD PRECINCT,Transferred,Service,Admin. Closure,Black,Female
17-476,68756,06/09/2017,Walk In,38,Black,Female,07/13/2017,4TH PRECINCT,,Demeanor,Not Sustained,White,Male
17-476,68756,06/09/2017,Walk In,38,Black,Female,07/13/2017,4TH PRECINCT,,Demeanor,Sustained,White,Male
17-476,68756,06/09/2017,Walk In,38,Black,Female,07/13/2017,4TH PRECINCT,,Procedure,Exonerated,White,Male
17-476,68756,06/09/2017,Walk In,38,Black,Female,07/13/2017,4TH PRECINCT,,Service,No Charge,White,Male
17-477,68757,06/09/2017,Telephone (or TDD),29,Black,Female,09/07/2017,9TH PRECINCT,,Demeanor,Not Sustained,Black,Male
17-477,68757,06/09/2017,Telephone (or TDD),29,Black,Female,09/07/2017,9TH PRECINCT,,Force,Not Sustained,Black,Male
17-477,68757,06/09/2017,Telephone (or TDD),29,Black,Female,09/07/2017,9TH PRECINCT,,Procedure,Not Sustained,Black,Male
17-477,68757,06/09/2017,Telephone (or TDD),29,Black,Female,09/07/2017,9TH PRECINCT,,Procedure,Not Sustained,White,Male
17-477,68757,06/09/2017,Telephone (or TDD),29,Black,Female,09/07/2017,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown
17-477,68757,06/09/2017,Telephone (or TDD),29,Black,Female,09/07/2017,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown
17-478,68758,06/09/2017,Telephone (or TDD),32,Black,Female,07/25/2017,TELEPHONE CRIME REPORTING UNIT,,Demeanor,Not Sustained,White,Female
17-478,68758,06/09/2017,Telephone (or TDD),32,Black,Female,07/25/2017,TELEPHONE CRIME REPORTING UNIT,,Procedure,Not Sustained,White,Female
17-478,68758,06/09/2017,Telephone (or TDD),32,Black,Female,07/25/2017,TELEPHONE CRIME REPORTING UNIT,,Procedure,Sustained,White,Female
17-479,68759,06/09/2017,Telephone (or TDD),39,Arabic,Male,06/21/2017,UNKNOWN COMMAND,Transferred,Procedure,Admin. Closure,Unknown,Unknown
17-480,68760,06/09/2017,Walk In,57,Black,Male,06/16/2017,4TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Black,Male
