BPC,CCR,Report Date,Entry,Age,ctznRace,ctznSex,Closed,Unit,Administrative Closure,Allegation,Finding,ofcrRace,ofcrSex
16-571,67704,07/05/2016,Walk In,51,Black,Female,10/07/2016,DOWNTOWN SERVICES DIVISION,,Search,Sustained,Black,Male
16-571,67704,07/05/2016,Walk In,51,Black,Female,10/07/2016,DOWNTOWN SERVICES DIVISION,,Search,Sustained,Black,Female
16-571,67704,07/05/2016,Walk In,51,Black,Female,10/07/2016,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown
16-571,67704,07/05/2016,Walk In,51,Black,Female,10/07/2016,UNKNOWN COMMAND,,Service,No Charge,Unknown,Unknown
16-572,67705,07/05/2016,Telephone (or TDD),31,Black,Male,09/23/2016,2ND PRECINCT,,Arrest,Exonerated,Black,Male
16-572,67705,07/05/2016,Telephone (or TDD),31,Black,Male,09/23/2016,2ND PRECINCT,,Arrest,Exonerated,Black,Male
16-572,67705,07/05/2016,Telephone (or TDD),31,Black,Male,09/23/2016,2ND PRECINCT,,Demeanor,No Charge,Black,Male
16-572,67705,07/05/2016,Telephone (or TDD),31,Black,Male,09/23/2016,2ND PRECINCT,,Demeanor,No Charge,Black,Male
16-572,67705,07/05/2016,Telephone (or TDD),31,Black,Male,09/23/2016,2ND PRECINCT,,Force,Not Sustained,Black,Male
16-572,67705,07/05/2016,Telephone (or TDD),31,Black,Male,09/23/2016,2ND PRECINCT,,Force,Not Sustained,Black,Male
16-572,67705,07/05/2016,Telephone (or TDD),31,Black,Male,09/23/2016,2ND PRECINCT,,Procedure,Exonerated,Black,Male
16-572,67705,07/05/2016,Telephone (or TDD),31,Black,Male,09/23/2016,2ND PRECINCT,,Procedure,Exonerated,Black,Male
16-572,67705,07/05/2016,Telephone (or TDD),31,Black,Male,09/23/2016,2ND PRECINCT,,Procedure,Unfounded,Black,Male
16-572,67705,07/05/2016,Telephone (or TDD),31,Black,Male,09/23/2016,2ND PRECINCT,,Procedure,Unfounded,Black,Male
16-573,67706,07/05/2016,Walk In,0,White,Male,08/31/2016,4TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-573,67706,07/05/2016,Walk In,0,White,Male,08/31/2016,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown
16-573,67706,07/05/2016,Walk In,0,White,Male,08/31/2016,UNKNOWN COMMAND,,Force,No Charge,Unknown,Unknown
16-573,67706,07/05/2016,Walk In,0,White,Male,08/31/2016,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown
16-573,67706,07/05/2016,Walk In,43,Black,Male,08/31/2016,4TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-573,67706,07/05/2016,Walk In,43,Black,Male,08/31/2016,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown
16-573,67706,07/05/2016,Walk In,43,Black,Male,08/31/2016,UNKNOWN COMMAND,,Force,No Charge,Unknown,Unknown
16-573,67706,07/05/2016,Walk In,43,Black,Male,08/31/2016,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown
16-574,67707,07/05/2016,Telephone (or TDD),72,Black,Female,09/27/2016,12TH PRECINCT,,Service,Sustained,Black,Female
16-574,67707,07/05/2016,Telephone (or TDD),72,Black,Female,09/27/2016,12TH PRECINCT,,Service,Sustained,Black,Female
16-574,67707,07/05/2016,Telephone (or TDD),72,Black,Female,09/27/2016,UNKNOWN COMMAND,,Service,Sustained,Black,Female
16-575,67708,07/05/2016,Walk In,23,Black,Male,07/06/2016,11TH PRECINCT,Duplication,Arrest,Void,White,Male
16-575,67708,07/05/2016,Walk In,23,Black,Male,07/06/2016,11TH PRECINCT,Duplication,Arrest,Void,White,Male
16-575,67708,07/05/2016,Walk In,23,Black,Male,07/06/2016,11TH PRECINCT,Duplication,Arrest,Void,White,Male
16-575,67708,07/05/2016,Walk In,23,Black,Male,07/06/2016,11TH PRECINCT,Duplication,Demeanor,Void,White,Male
16-575,67708,07/05/2016,Walk In,23,Black,Male,07/06/2016,11TH PRECINCT,Duplication,Demeanor,Void,White,Male
16-575,67708,07/05/2016,Walk In,23,Black,Male,07/06/2016,11TH PRECINCT,Duplication,Demeanor,Void,White,Male
16-575,67708,07/05/2016,Walk In,23,Black,Male,07/06/2016,11TH PRECINCT,Duplication,Harassment,Void,White,Male
16-575,67708,07/05/2016,Walk In,23,Black,Male,07/06/2016,11TH PRECINCT,Duplication,Harassment,Void,White,Male
16-575,67708,07/05/2016,Walk In,23,Black,Male,07/06/2016,11TH PRECINCT,Duplication,Harassment,Void,White,Male
16-575,67708,07/05/2016,Walk In,23,Black,Male,07/06/2016,11TH PRECINCT,Duplication,Procedure,Void,White,Male
16-575,67708,07/05/2016,Walk In,23,Black,Male,07/06/2016,11TH PRECINCT,Duplication,Procedure,Void,White,Male
16-575,67708,07/05/2016,Walk In,23,Black,Male,07/06/2016,11TH PRECINCT,Duplication,Procedure,Void,White,Male
16-575,67708,07/05/2016,Walk In,23,Black,Male,07/06/2016,11TH PRECINCT,Duplication,Property,Void,White,Male
16-575,67708,07/05/2016,Walk In,23,Black,Male,07/06/2016,11TH PRECINCT,Duplication,Property,Void,White,Male
16-575,67708,07/05/2016,Walk In,23,Black,Male,07/06/2016,11TH PRECINCT,Duplication,Property,Void,White,Male
16-576,67709,07/06/2016,Walk In,37,Black,Male,09/30/2016,8TH PRECINCT,,Harassment,No Charge,White,Male
16-576,67709,07/06/2016,Walk In,37,Black,Male,09/30/2016,8TH PRECINCT,,Procedure,Not Sustained,White,Male
16-576,67709,07/06/2016,Walk In,37,Black,Male,09/30/2016,8TH PRECINCT,,Procedure,Not Sustained,Asian,Male
16-576,67709,07/06/2016,Walk In,37,Black,Male,09/30/2016,8TH PRECINCT,,Procedure,Sustained,White,Male
16-576,67709,07/06/2016,Walk In,37,Black,Male,09/30/2016,8TH PRECINCT,,Procedure,Sustained,Asian,Male
16-576,67709,07/06/2016,Walk In,37,Black,Male,09/30/2016,8TH PRECINCT,,Search,Not Sustained,White,Male
16-577,67710,07/06/2016,Walk In,34,Black,Female,08/31/2016,3RD PRECINCT,,Procedure,Not Sustained,White,Male
16-577,67710,07/06/2016,Walk In,34,Black,Female,08/31/2016,3RD PRECINCT,,Procedure,Not Sustained,White,Male
16-577,67710,07/06/2016,Walk In,34,Black,Female,08/31/2016,3RD PRECINCT,,Search,Unfounded,White,Male
16-577,67710,07/06/2016,Walk In,34,Black,Female,08/31/2016,3RD PRECINCT,,Search,Unfounded,White,Male
16-577,67710,07/06/2016,Walk In,34,Black,Female,08/31/2016,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown
16-577,67710,07/06/2016,Walk In,34,Black,Female,08/31/2016,UNKNOWN COMMAND,,Search,No Charge,Unknown,Unknown
16-578,67711,07/07/2016,In-Custody,65,Black,Male,09/23/2016,12TH PRECINCT,,Force,Unfounded,Asian,Male
16-578,67711,07/07/2016,In-Custody,65,Black,Male,09/23/2016,12TH PRECINCT,,Force,Unfounded,White,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Demeanor,Not Sustained,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Demeanor,Not Sustained,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Procedure,Exonerated,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Procedure,Not Sustained,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Procedure,Not Sustained,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Procedure,Not Sustained,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Procedure,Unfounded,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Property,Exonerated,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Property,Exonerated,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Property,Exonerated,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Property,Exonerated,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Property,Exonerated,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Property,Exonerated,Black,Female
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Property,Exonerated,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Property,Not Sustained,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Property,Not Sustained,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Property,Not Sustained,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Property,Not Sustained,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Property,Not Sustained,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Property,Not Sustained,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Property,Not Sustained,Black,Female
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,MAJOR VIOLATORS,,Property,Not Sustained,Black,Male
16-579,67712,07/07/2016,Telephone (or TDD),28,Black,Female,10/06/2016,UNKNOWN COMMAND,,Procedure,Not Sustained,Unknown,Unknown
16-580,67713,07/07/2016,Telephone (or TDD),59,Black,Male,10/04/2016,6TH PRECINCT,,Demeanor,Unfounded,Black,Male
16-580,67713,07/07/2016,Telephone (or TDD),59,Black,Male,10/04/2016,6TH PRECINCT,,Force,Unfounded,Black,Male
16-580,67713,07/07/2016,Telephone (or TDD),59,Black,Male,10/04/2016,6TH PRECINCT,,Procedure,No Charge,Black,Male
16-580,67713,07/07/2016,Telephone (or TDD),59,Black,Male,10/04/2016,6TH PRECINCT,,Procedure,No Charge,Black,Male
16-581,67714,07/07/2016,Telephone (or TDD),28,Black,Male,10/04/2016,6TH PRECINCT,,Procedure,No Charge,Black,Male
16-581,67714,07/07/2016,Telephone (or TDD),28,Black,Male,10/04/2016,6TH PRECINCT,,Search,No Charge,Black,Male
16-581,67714,07/07/2016,Telephone (or TDD),28,Black,Male,10/04/2016,UNKNOWN COMMAND,,Demeanor,Unfounded,Unknown,Unknown
16-581,67714,07/07/2016,Telephone (or TDD),28,Black,Male,10/04/2016,UNKNOWN COMMAND,,Procedure,Unfounded,Unknown,Unknown
16-581,67714,07/07/2016,Telephone (or TDD),28,Black,Male,10/04/2016,UNKNOWN COMMAND,,Search,Not Sustained,Unknown,Unknown
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,11TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,11TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,11TH PRECINCT,,Demeanor,Not Sustained,White,Male
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,11TH PRECINCT,,Demeanor,Not Sustained,White,Female
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,11TH PRECINCT,,Demeanor,Not Sustained,White,Male
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,11TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,11TH PRECINCT,,Demeanor,Not Sustained,Black,Female
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,11TH PRECINCT,,Demeanor,Not Sustained,White,Female
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,11TH PRECINCT,,Force,Exonerated,Black,Male
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,11TH PRECINCT,,Procedure,Not Sustained,Black,Male
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,11TH PRECINCT,,Procedure,Not Sustained,Black,Male
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,11TH PRECINCT,,Procedure,Not Sustained,White,Male
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,11TH PRECINCT,,Procedure,Not Sustained,White,Male
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,11TH PRECINCT,,Procedure,Not Sustained,Black,Male
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,11TH PRECINCT,,Search,Exonerated,Black,Male
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,11TH PRECINCT,,Search,Exonerated,Black,Male
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,11TH PRECINCT,,Search,Exonerated,White,Male
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,11TH PRECINCT,,Search,Exonerated,White,Male
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,11TH PRECINCT,,Search,Exonerated,Black,Male
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,UNKNOWN COMMAND,,Entry,No Charge,Unknown,Unknown
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown
16-582,67715,07/07/2016,Telephone (or TDD),18,White,Female,10/06/2016,UNKNOWN COMMAND,,Search,No Charge,Unknown,Unknown
16-583,67716,07/08/2016,Telephone (or TDD),44,Black,Female,08/11/2016,UNKNOWN COMMAND,Admin. Closure,Harassment,Admin. Closure,Unknown,Unknown
16-584,67717,07/08/2016,Telephone (or TDD),25,Black,Male,10/06/2016,TACTICAL RESPONSE UNIT,,Demeanor,Not Sustained,White,Male
16-584,67717,07/08/2016,Telephone (or TDD),25,Black,Male,10/06/2016,TACTICAL RESPONSE UNIT,,Demeanor,Not Sustained,White,Male
16-584,67717,07/08/2016,Telephone (or TDD),25,Black,Male,10/06/2016,TACTICAL RESPONSE UNIT,,Demeanor,Not Sustained,White,Male
16-584,67717,07/08/2016,Telephone (or TDD),25,Black,Male,10/06/2016,TACTICAL RESPONSE UNIT,,Force,Not Sustained,White,Male
16-584,67717,07/08/2016,Telephone (or TDD),25,Black,Male,10/06/2016,TACTICAL RESPONSE UNIT,,Force,Not Sustained,White,Male
16-584,67717,07/08/2016,Telephone (or TDD),25,Black,Male,10/06/2016,TACTICAL RESPONSE UNIT,,Force,Not Sustained,White,Male
16-584,67717,07/08/2016,Telephone (or TDD),25,Black,Male,10/06/2016,TACTICAL RESPONSE UNIT,,Force,Sustained,White,Male
16-584,67717,07/08/2016,Telephone (or TDD),25,Black,Male,10/06/2016,TACTICAL RESPONSE UNIT,,Search,Sustained,White,Male
16-584,67717,07/08/2016,Telephone (or TDD),25,Black,Male,10/06/2016,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown
16-585,67718,07/08/2016,Walk In,27,Black,Female,10/05/2016,2ND PRECINCT PDU,,Demeanor,Unfounded,Black,Male
16-585,67718,07/08/2016,Walk In,27,Black,Female,10/05/2016,2ND PRECINCT PDU,,Procedure,Not Sustained,Black,Female
16-585,67718,07/08/2016,Walk In,27,Black,Female,10/05/2016,2ND PRECINCT PDU,,Service,No Charge,Black,Male
16-585,67718,07/08/2016,Walk In,27,Black,Female,10/05/2016,2ND PRECINCT PDU,,Service,Unfounded,Unknown,Unknown
16-586,67719,07/09/2016,Telephone (or TDD),22,Black,Male,08/26/2016,UNKNOWN COMMAND,,Force,Not Sustained,Unknown,Unknown
16-586,67719,07/09/2016,Telephone (or TDD),22,Black,Male,08/26/2016,UNKNOWN COMMAND,,Harassment,No Charge,Unknown,Unknown
16-587,67720,07/10/2016,Telephone (or TDD),24,Black,Female,07/18/2016,COMMUNICATIONS OPERATIONS,,Demeanor,Unfounded,Black,Female
16-588,67721,07/11/2016,Telephone (or TDD),28,Black,Female,10/04/2016,9TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-588,67721,07/11/2016,Telephone (or TDD),28,Black,Female,10/04/2016,9TH PRECINCT,,Procedure,Sustained,Black,Male
16-588,67721,07/11/2016,Telephone (or TDD),28,Black,Female,10/04/2016,9TH PRECINCT,,Procedure,Sustained,Black,Female
16-589,67722,07/11/2016,Walk In,53,Black,Male,09/23/2016,10TH PRECINCT,,Demeanor,No Charge,Black,Female
16-589,67722,07/11/2016,Walk In,53,Black,Male,09/23/2016,10TH PRECINCT,,Demeanor,Not Sustained,White,Male
16-589,67722,07/11/2016,Walk In,53,Black,Male,09/23/2016,10TH PRECINCT,,Entry,No Charge,Black,Female
16-589,67722,07/11/2016,Walk In,53,Black,Male,09/23/2016,10TH PRECINCT,,Entry,No Charge,White,Male
16-589,67722,07/11/2016,Walk In,53,Black,Male,09/23/2016,10TH PRECINCT,,Procedure,No Charge,Black,Female
16-589,67722,07/11/2016,Walk In,53,Black,Male,09/23/2016,10TH PRECINCT,,Procedure,Not Sustained,White,Male
16-589,67722,07/11/2016,Walk In,53,Black,Male,09/23/2016,10TH PRECINCT,,Procedure,Sustained,White,Male
16-590,67723,07/11/2016,Telephone (or TDD),30,Black,Male,07/21/2016,UNKNOWN COMMAND,Transferred,Property,Admin. Closure,Unknown,Unknown
16-591,67724,07/11/2016,Telephone (or TDD),26,Other,Female,09/07/2016,COMMUNICATIONS OPERATIONS,,Procedure,Not Sustained,Black,Female
16-592,67725,07/11/2016,Telephone (or TDD),44,Black,Male,08/01/2016,HOMICIDE SECTION,,Service,Unfounded,White,Male
16-593,67726,07/12/2016,Walk In,39,Black,Male,10/11/2016,12TH PRECINCT,,Demeanor,No Charge,Asian,Male
16-593,67726,07/12/2016,Walk In,39,Black,Male,10/11/2016,12TH PRECINCT,,Demeanor,Not Sustained,Black,Female
16-593,67726,07/12/2016,Walk In,39,Black,Male,10/11/2016,12TH PRECINCT,,Harassment,No Charge,Black,Female
16-593,67726,07/12/2016,Walk In,39,Black,Male,10/11/2016,12TH PRECINCT,,Harassment,No Charge,Asian,Male
16-593,67726,07/12/2016,Walk In,39,Black,Male,10/11/2016,12TH PRECINCT,,Procedure,Not Sustained,Black,Female
16-593,67726,07/12/2016,Walk In,39,Black,Male,10/11/2016,12TH PRECINCT,,Procedure,Sustained,Black,Female
16-593,67726,07/12/2016,Walk In,39,Black,Male,10/11/2016,12TH PRECINCT,,Procedure,Sustained,Asian,Male
16-593,67726,07/12/2016,Walk In,39,Black,Male,10/11/2016,12TH PRECINCT,,Service,No Charge,Black,Female
16-593,67726,07/12/2016,Walk In,39,Black,Male,10/11/2016,12TH PRECINCT,,Service,No Charge,Asian,Male
16-594,67727,07/12/2016,Online,32,Black,Male,10/07/2016,12TH PRECINCT,,Demeanor,Unfounded,Black,Male
16-594,67727,07/12/2016,Online,32,Black,Male,10/07/2016,12TH PRECINCT,,Service,No Charge,Black,Male
16-595,67728,07/12/2016,Telephone (or TDD),23,Black,Male,10/11/2016,9TH PRECINCT,,Demeanor,Not Sustained,White,Male
16-595,67728,07/12/2016,Telephone (or TDD),23,Black,Male,10/11/2016,9TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-595,67728,07/12/2016,Telephone (or TDD),23,Black,Male,10/11/2016,9TH PRECINCT,,Demeanor,Not Sustained,White,Male
16-595,67728,07/12/2016,Telephone (or TDD),23,Black,Male,10/11/2016,9TH PRECINCT,,Demeanor,Not Sustained,White,Male
16-595,67728,07/12/2016,Telephone (or TDD),23,Black,Male,10/11/2016,9TH PRECINCT,,Force,Exonerated,White,Male
16-595,67728,07/12/2016,Telephone (or TDD),23,Black,Male,10/11/2016,9TH PRECINCT,,Force,Exonerated,Black,Male
16-595,67728,07/12/2016,Telephone (or TDD),23,Black,Male,10/11/2016,9TH PRECINCT,,Force,Exonerated,White,Male
16-595,67728,07/12/2016,Telephone (or TDD),23,Black,Male,10/11/2016,9TH PRECINCT,,Force,Exonerated,White,Male
16-595,67728,07/12/2016,Telephone (or TDD),23,Black,Male,10/11/2016,9TH PRECINCT,,Procedure,Not Sustained,White,Male
16-595,67728,07/12/2016,Telephone (or TDD),23,Black,Male,10/11/2016,9TH PRECINCT,,Procedure,Not Sustained,Black,Male
16-595,67728,07/12/2016,Telephone (or TDD),23,Black,Male,10/11/2016,9TH PRECINCT,,Procedure,Not Sustained,White,Male
16-595,67728,07/12/2016,Telephone (or TDD),23,Black,Male,10/11/2016,9TH PRECINCT,,Procedure,Not Sustained,White,Male
16-596,67729,07/12/2016,Walk In,40,Black,Male,09/30/2016,UNKNOWN COMMAND,Admin. Closure,Harassment,Admin. Closure,Unknown,Unknown
16-597,67730,07/12/2016,Telephone (or TDD),23,Black,Male,07/13/2016,UNKNOWN COMMAND,Duplication,Force,Void,Unknown,Unknown
16-598,67731,07/12/2016,Telephone (or TDD),42,White,Female,10/07/2016,8TH PRECINCT,,Demeanor,Unfounded,Black,Female
16-598,67731,07/12/2016,Telephone (or TDD),42,White,Female,10/07/2016,8TH PRECINCT,,Service,Exonerated,Black,Female
16-599,67732,07/12/2016,Walk In,56,Black,Male,10/11/2016,12TH PRECINCT,,Demeanor,Exonerated,Black,Male
16-599,67732,07/12/2016,Walk In,56,Black,Male,10/11/2016,12TH PRECINCT,,Demeanor,No Charge,Black,Male
16-599,67732,07/12/2016,Walk In,56,Black,Male,10/11/2016,12TH PRECINCT,,Demeanor,No Charge,White,Male
16-599,67732,07/12/2016,Walk In,56,Black,Male,10/11/2016,12TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-599,67732,07/12/2016,Walk In,56,Black,Male,10/11/2016,12TH PRECINCT,,Service,No Charge,Black,Male
16-599,67732,07/12/2016,Walk In,56,Black,Male,10/11/2016,12TH PRECINCT,,Service,No Charge,White,Male
16-599,67732,07/12/2016,Walk In,56,Black,Male,10/11/2016,12TH PRECINCT,,Service,Unfounded,Black,Male
16-600,67733,07/13/2016,Walk In,83,Asian,Male,08/18/2016,10TH PRECINCT,Admin. Closure,Force,Admin. Closure,Black,Male
16-601,67734,07/13/2016,Telephone (or TDD),49,Unknown,Female,09/07/2016,8TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-601,67734,07/13/2016,Telephone (or TDD),49,Unknown,Female,09/07/2016,8TH PRECINCT,,Procedure,Unfounded,Black,Male
16-602,67735,07/13/2016,Walk In,34,Black,Male,10/12/2016,10TH PRECINCT,,Demeanor,Not Sustained,Black,Female
16-602,67735,07/13/2016,Walk In,34,Black,Male,10/12/2016,10TH PRECINCT,,Procedure,Sustained,Black,Female
16-602,67735,07/13/2016,Walk In,34,Black,Male,10/12/2016,10TH PRECINCT,,Service,No Charge,White,Male
16-602,67735,07/13/2016,Walk In,34,Black,Male,10/12/2016,10TH PRECINCT,,Service,No Charge,Black,Female
16-602,67735,07/13/2016,Walk In,34,Black,Male,10/12/2016,10TH PRECINCT,,Service,No Charge,White,Female
16-602,67735,07/13/2016,Walk In,34,Black,Male,10/12/2016,10TH PRECINCT,,Service,No Charge,Hispanic,Male
16-602,67735,07/13/2016,Walk In,34,Black,Male,10/12/2016,10TH PRECINCT,,Service,No Charge,Black,Male
16-602,67735,07/13/2016,Walk In,34,Black,Male,10/12/2016,10TH PRECINCT,,Service,Not Sustained,Black,Female
16-603,67736,07/13/2016,Telephone (or TDD),57,Black,Female,10/11/2016,CITYWIDE PARK UNIT,,Demeanor,Not Sustained,Black,Female
16-603,67736,07/13/2016,Telephone (or TDD),57,Black,Female,10/11/2016,CITYWIDE PARK UNIT,,Demeanor,Not Sustained,Black,Male
16-603,67736,07/13/2016,Telephone (or TDD),57,Black,Female,10/11/2016,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown
16-603,67736,07/13/2016,Telephone (or TDD),57,Black,Female,10/11/2016,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown
16-604,67737,07/14/2016,Telephone (or TDD),38,Black,Female,07/20/2016,8TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Black,Female
16-604,67737,07/14/2016,Telephone (or TDD),38,Black,Female,07/20/2016,8TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male
16-604,67737,07/14/2016,Telephone (or TDD),38,Black,Female,07/20/2016,UNKNOWN COMMAND,Admin. Closure,Service,No Charge,Unknown,Unknown
16-605,67738,07/14/2016,Walk In,38,Black,Male,10/07/2016,12TH PRECINCT,,Demeanor,No Charge,Hispanic,Male
16-605,67738,07/14/2016,Walk In,38,Black,Male,10/07/2016,12TH PRECINCT,,Demeanor,No Charge,White,Male
16-605,67738,07/14/2016,Walk In,38,Black,Male,10/07/2016,12TH PRECINCT,,Demeanor,No Charge,Black,Male
16-605,67738,07/14/2016,Walk In,38,Black,Male,10/07/2016,12TH PRECINCT,,Force,No Charge,Hispanic,Male
16-605,67738,07/14/2016,Walk In,38,Black,Male,10/07/2016,12TH PRECINCT,,Force,No Charge,Black,Male
16-605,67738,07/14/2016,Walk In,38,Black,Male,10/07/2016,12TH PRECINCT,,Force,Not Sustained,White,Male
16-605,67738,07/14/2016,Walk In,38,Black,Male,10/07/2016,12TH PRECINCT,,Service,No Charge,Hispanic,Male
16-605,67738,07/14/2016,Walk In,38,Black,Male,10/07/2016,12TH PRECINCT,,Service,No Charge,White,Male
16-605,67738,07/14/2016,Walk In,38,Black,Male,10/07/2016,12TH PRECINCT,,Service,No Charge,Black,Male
16-606,67739,07/14/2016,Telephone (or TDD),32,White,Male,08/08/2016,6TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,White,Male
16-606,67739,07/14/2016,Telephone (or TDD),32,White,Male,08/08/2016,6TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,White,Male
16-606,67739,07/14/2016,Telephone (or TDD),32,White,Male,08/08/2016,UNKNOWN COMMAND,Admin.close/Inadequate Service,Service,No Charge,Unknown,Unknown
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,2ND PRECINCT,Transferred,Arrest,Admin. Closure,White,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,2ND PRECINCT,Transferred,Entry,Admin. Closure,White,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,2ND PRECINCT,Transferred,Procedure,Admin. Closure,White,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,2ND PRECINCT,Transferred,Search,Admin. Closure,White,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Arrest,Admin. Closure,Black,Female
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Arrest,Admin. Closure,Black,Male
